1	0	4	94.0	4	5	11.280735367
1	1	4	94.0	4	5	11.296821827
1	2	4	94.0	4	5	11.213264198
1	3	4	94.0	4	5	11.324390748
2	0	8	236.0	8	18	27.684083954
2	1	4	127.0	8	10	19.94664996
2	2	4	127.0	8	10	19.972391188
2	3	4	127.0	8	10	19.9574469
3	0	10	475.0	10	33	45.574283198
3	1	4	216.0	12	15	30.673217514
3	2	4	216.0	12	15	30.858265791
3	3	4	216.0	12	15	30.602356968
4	0	10	652.0	10	55	62.359230285
4	1	4	304.0	20	25	49.090288785
4	2	4	304.0	20	25	49.220074312
4	3	4	304.0	20	25	49.279480966
12	0	4	75.0	4	5	10.523487271
12	1	4	75.0	4	5	10.559688389
12	2	4	75.0	4	5	10.657023751
12	3	4	75.0	4	5	10.677867068
14	0	9	148.0	9	20	33.797950474
14	1	4	76.0	8	10	21.716416002
14	2	4	76.0	8	10	21.560964142
14	3	4	76.0	8	10	21.580451914
16	0	9	289.0	9	30	44.280713961
16	1	6	213.0	18	21	47.597966396
16	2	5	182.0	15	18	44.800658573
16	3	5	181.0	15	18	47.527634534
18	0	7	252.0	7	32	44.352846213
18	1	6	223.0	24	28	63.57710895
18	2	6	223.0	24	28	74.684476626
18	3	5	184.0	20	24	68.441234994
110	0	7	307.0	7	40	49.320142987
110	1	5	240.0	25	30	64.576494466
110	2	6	277.0	30	35	91.800854812
110	3	5	240.0	25	30	86.706034763
23	0	12	227.0	12	26	47.136025315
23	1	6	125.0	12	14	33.251187061
23	2	6	125.0	12	14	35.171755613
23	3	4	87.0	8	10	25.424120467
25	0	10	344.0	10	33	50.815629429
25	1	6	225.0	18	21	48.373513782
25	2	6	225.0	18	21	54.127811922
25	3	6	233.0	18	21	58.71422964
27	0	9	323.0	9	40	56.901348603
27	1	6	240.0	24	28	64.721376922
27	2	6	238.0	24	28	76.231192427
27	3	5	200.0	20	24	70.85778148
29	0	8	377.0	8	45	57.595202798
29	1	6	305.0	30	35	78.00725539
29	2	5	260.0	25	30	80.404590431
29	3	5	260.0	25	30	89.423308557
32	0	0	0.0	0	0	107.505779024
32	1	4	127.0	8	10	25.569760214
32	2	4	127.0	8	10	25.705106877
32	3	4	127.0	8	10	25.609768665
34	0	15	548.0	15	48	77.758476785
34	1	12	477.0	36	39	96.787180892
34	2	10	387.0	30	33	90.842141866
34	3	9	395.0	27	30	92.304339933
36	0	11	439.0	11	48	72.622035706
36	1	8	343.0	32	36	87.730888121
36	2	7	307.0	28	32	92.656207845
36	3	6	265.0	24	28	88.472712604
38	0	9	461.0	9	50	67.854931687
38	1	9	473.0	45	50	118.1334685
38	2	7	386.0	35	40	115.714102309
38	3	7	394.0	35	40	130.717130725
